ORG,DEST,DIST
ELM,MDT,136
ELM,ERI,169
ELM,CLE,262
ELM,ALB,163
ELM,LAN,395
ELM,GRB,588
ELM,ORF,365
ELM,SCE,103
ELM,CAK,251
ELM,HPN,181
ELM,BWI,206
ELM,SYR,77
ELM,BOS,302
ELM,IND,520
ELM,CVG,462
ELM,TRI,491
ELM,BTV,247
ELM,MCN,751
ELM,LRD,1622
ELM,TPA,1028
ELM,JFK,193
ELM,BED,288
ELM,DCA,228
ELM,BGM,47
ELM,IAG,123
ELM,ITH,32
ELM,AVP,83
ELM,PIB,1008
ELM,HOU,1339
ELM,BGR,444
ELM,AVL,555
ELM,OKC,1208
ELM,PWM,349
ELM,FLL,1124
ELM,LEX,498
ELM,INT,452
ELM,AUS,1418
ELM,MSP,840
ELM,YIP,340
ELM,CKB,264
IAD,ADW,33
IAD,ATL,534
IAD,BNA,542
IAD,BUF,283
IAD,CLT,322
IAD,CMH,299
IAD,DTW,383
IAD,EWR,212
IAD,MDW,577
IAD,MEM,742
IAD,MIA,921
IAD,MKE,611
IAD,MSP,908
IAD,RDU,224
IAD,SLC,1828
IAD,SMF,2358
IAD,HPN,247
IAD,PDX,2327
IAD,PHL,135
IAD,IND,476
IAD,CHO,77
IAD,SEA,2306
IAD,BOS,413
IAD,MCO,758
IAD,AUS,1297
IAD,TLH,708
IAD,OMA,988
IAD,SJC,2400
IAD,CLE,288
IAD,LAX,2288
IAD,BFI,2305
IAD,BUR,2279
IAD,ACK,423
IAD,MVY,400
IAD,BWI,45
IAD,BVY,425
IAD,SAN,2253
IAD,LUK,374
IAD,ACY,159
IAD,ALB,325
IAD,CAE,401
IAD,DAY,368
IAD,JAX,630
IAD,PIT,182
IAD,ROA,177
IAD,DCA,24
IAD,MCI,926
IAD,ORF,157
IAD,SAV,515
IAD,SYR,296
IAD,ORD,589
IAD,PVD,372
IAD,CVG,388
IAD,ROC,288
IAD,SCE,133
IAD,RIC,100
IAD,TYS,419
IAD,AVP,189
IAD,MDT,94
IAD,GSP,384
IAD,BDL,326
IAD,CKB,151
IAD,COU,795
IAD,CHS,441
IAD,SGF,875
IAD,LGA,229
IAD,AVL,370
IAD,OKC,1136
IAD,ABE,159
IAD,APF,917
IAD,JFK,228
IAD,GSO,239
IAD,SAT,1362
IAD,STL,696
IAD,IAH,1190
IAD,BTR,969
IAD,LIT,867
IAD,BHM,637
IAD,TUL,1027
IAD,CRW,227
IAD,HSV,596
IAD,FLL,901
IAD,PWM,493
IAD,ILM,323
IAD,MYR,372
IAD,JAC,1750
IAD,LEX,392
IAD,PHF,136
IAD,TPA,811
IAD,BKL,285
IAD,MSY,955
IAD,LAS,2065
IAD,RSW,891
IAD,FAY,284
IAD,SFO,2419
IAD,DEN,1452
IAD,RFD,651
IAD,PHX,1956
IAD,SDF,451
IAD,STT,1606
IAD,DFW,1172
IAD,GPT,884
IAD,PUB,1459
IAD,ABQ,1628
IAD,DSM,874
IAD,GRR,501
IAD,PBI,859
IAD,BED,405
IAD,ISP,264
IAD,AZA,1940
IAD,AEX,1001
IAD,COS,1463
IAD,MSN,684
IAD,ICT,1087
IAD,SHV,1022
IAD,MHT,418
IAD,DAL,1163
IAD,FOD,911
IAD,LFT,1022
IAD,TTN,168
IAD,CYS,1452
IAD,CID,777
IAD,MLI,711
IAD,SJU,1571
IAD,BQK,576
IAD,FNT,430
IAD,GEG,2082
IAD,PIA,661
IAD,CRP,1387
IAD,BTV,441
IAD,LNS,102
IAD,HNL,4817
IAD,TUS,1933
IAD,HGR,54
IAD,DUJ,172
IAD,JST,120
IAD,SHD,91
IAD,PKB,215
IAD,MGW,140
IAD,IAD,0
IAD,FOE,979
IAD,HOU,1201
IAD,RAP,1368
IAD,HVN,290
IAD,BKW,214
IAD,BMG,493
IAD,LCH,1083
IAD,JAN,843
IAD,TVC,579
IAD,LYH,147
IAD,SBN,505
IAD,CAK,251
IAD,MBS,468
IAD,AOO,104
IAD,DLH,923
IAD,RST,851
IAD,ILG,111
IAD,SPI,656
IAD,TRI,320
IAD,BOI,2025
IAD,SWF,250
IAD,ECP,758
IAD,FSD,1051
IAD,DAB,704
IAD,AFW,1183
IAD,LGB,2277
IAD,LSE,792
IAD,MKC,920
IAD,BGM,238
IAD,TOL,382
IAD,STC,963
IAD,BIL,1648
IAD,OAK,2409
IAD,SRQ,849
IAD,CHA,506
IAD,DBQ,735
IAD,SLN,1087
IAD,YIP,392
IAD,GNV,695
IAD,AGC,164
IAD,ATW,679
IAD,PNS,804
IAD,IPT,161
IAD,FWA,434
IAD,GLH,843
IAD,SPS,1217
IAD,INT,246
IAD,AGS,460
IAD,AMA,1360
IAD,ONT,2242
IAD,GGG,1069
IAD,BMI,619
IAD,PLN,591
IAD,BGR,601
IAD,MCN,554
IAD,BQN,1539
IAD,CSG,611
IAD,PIE,818
IAD,MHK,1032
IAD,MRY,2411
IAD,RNO,2249
IAD,FAI,3267
IAD,EWB,392
IAD,MMU,206
IAD,FLO,351
IAD,TCL,691
IAD,HOT,920
IAD,EWN,268
IAD,ALO,821
IAD,ACT,1223
IAD,BIS,1294
IAD,GRB,670
IAD,ABI,1325
IAD,SBA,2353
IAD,GCK,1261
IAD,CLL,1216
IAD,MOB,835
IAD,VPS,778
IAD,GFK,1166
IAD,HKY,309
IAD,SFB,733
IAD,ADS,1159
IAD,GJT,1663
IAD,ROW,1557
IAD,LAN,458
IAD,ELP,1697
IAD,GRK,1273
IAD,ANC,3356
IAD,CPR,1535
BWI,ISP,220
BWI,MKE,641
BWI,IAD,45
BWI,ATL,577
BWI,DTW,409
BWI,JFK,184
BWI,LAX,2329
BWI,BWI,0
BWI,MSP,936
BWI,CVG,430
BWI,LGA,185
BWI,SLN,1128
BWI,SBN,538
BWI,HPN,204
BWI,BLM,152
BWI,ANC,3370
BWI,BOS,369
BWI,ACY,114
BWI,PBG,412
BWI,MSN,714
BWI,EWR,169
BWI,TYS,464
BWI,IAH,1235
BWI,BDL,283
BWI,ORD,622
BWI,PHL,90
BWI,SCE,131
BWI,CLT,361
BWI,DCA,30
BWI,RIC,120
BWI,MDT,70
BWI,RDU,255
BWI,IND,516
BWI,ABQ,1670
BWI,GRR,528
BWI,ABE,121
BWI,FWA,469
BWI,DEN,1491
BWI,MCI,967
BWI,YIP,418
BWI,FLL,925
BWI,DFW,1217
BWI,LAS,2106
BWI,MYR,399
BWI,CID,813
BWI,SFO,2457
BWI,DAL,1209
BWI,PIE,850
BWI,AUS,1342
BWI,SAT,1407
BWI,GSP,426
BWI,MEM,787
BWI,ROC,277
BWI,CRP,1432
BWI,FNT,452
BWI,OKC,1180
BWI,SAV,549
BWI,BHM,682
BWI,LIT,912
BWI,GSO,278
BWI,BNA,587
BWI,CAE,438
BWI,LNK,1070
BWI,HOU,1246
BWI,ICT,1129
BWI,RSW,919
BWI,BMI,657
BWI,COS,1503
BWI,IFP,2094
BWI,SLC,1865
BWI,MCO,787
BWI,ECP,798
BWI,CMH,337
BWI,ELP,1741
BWI,ONT,2283
BWI,BUF,281
BWI,CHS,472
BWI,DSM,910
BWI,MAF,1516
BWI,TUL,1071
BWI,MHT,377
BWI,LBB,1447
BWI,BED,362
BWI,BMG,534
BWI,CMI,622
BWI,SYR,273
BWI,GEG,2111
BWI,GRB,695
BWI,TPA,842
BWI,TOL,412
BWI,STL,738
BWI,MDW,611
BWI,MSY,998
BWI,TUS,1976
BWI,SAN,2295
BWI,GJT,1702
BWI,SHV,1067
BWI,SEA,2335
BWI,CLE,314
BWI,BOI,2059
BWI,LEX,437
BWI,ALO,855
BWI,BQK,609
BWI,TCL,736
BWI,TLH,746
BWI,ROA,221
BWI,BFF,1424
BWI,DAY,406
BWI,AMA,1403
BWI,OMA,1025
BWI,PBI,883
BWI,SDF,495
BWI,PWM,452
BWI,MKC,961
BWI,MIA,946
BWI,SWF,210
BWI,ALB,289
BWI,PHX,1999
BWI,PVD,327
BWI,JAX,663
BWI,ORF,159
BWI,PIT,210
BWI,GPT,927
BWI,OAK,2447
BWI,SJU,1565
BWI,SBY,85
BWI,ILM,345
BWI,PDX,2358
BWI,AEX,1046
BWI,GRK,1318
BWI,FOE,1020
BWI,SJC,2439
BWI,ACK,378
BWI,PLN,606
BWI,MMU,164
BWI,SPI,696
BWI,BGR,560
BWI,BTV,408
BWI,RFD,685
BWI,PNS,846
BWI,AGS,497
BWI,FAT,2334
BWI,SFB,763
BWI,LAR,1534
BWI,PUB,1499
BWI,CAK,280
BWI,HSV,641
BWI,GGG,1114
BWI,AFW,1229
BWI,DLH,945
BWI,BKL,310
BWI,LAN,483
BWI,BWG,553
BWI,HTS,323
BWI,RNO,2286
BWI,BUR,2320
BWI,RST,882
BWI,EVV,593
BWI,PHF,141
BWI,AVP,157
BWI,SRQ,880
BWI,JAN,888
BWI,TWF,1979
BWI,ADS,1204
BWI,INT,286
BWI,LAF,553
BWI,BTR,1014
BWI,BQN,1535
BWI,ADW,27
BWI,SNA,2307
BWI,HNL,4855
BWI,PDK,560
BWI,CHO,120
BWI,AND,465
BWI,AVL,414
BWI,ANB,640
BWI,DAB,733
BWI,ABI,1370
BWI,ACT,1269
BWI,CHA,551
BWI,DHN,734
BWI,FSD,1084
BWI,LGB,2318
BWI,MIE,471
BWI,BFI,2334
BWI,MGM,723
BWI,MBS,489
BWI,STT,1598
BWI,UAM,7922
BWI,HGR,68
BWI,TIQ,7816
BWI,LNS,68
BWI,AIK,472
BWI,PIA,699
BWI,CKB,191
BWI,FAR,1147
BWI,PIB,890
BWI,SPS,1262
BWI,GCK,1302
BWI,WRI,125
BWI,MLI,747
BWI,AZO,512
BWI,CSG,652
BWI,LFT,1067
BWI,MLU,976
BWI,HUF,570
BWI,ROW,1601
PIA,COS,809
PIA,IAH,802
PIA,FSD,414
PIA,TYS,456
PIA,DTW,346
PIA,MCI,283
PIA,CLE,413
PIA,DFW,672
PIA,LEX,327
PIA,STL,137
PIA,FNT,346
PIA,MLI,69
PIA,SHV,611
PIA,EWR,815
PIA,SAT,913
PIA,SPS,668
PIA,ICT,465
PIA,ORD,130
PIA,CMI,86
PIA,FSM,447
PIA,BHM,516
PIA,MSP,342
PIA,MGM,605
PIA,SGF,309
PIA,CHA,459
PIA,ATL,565
PIA,CSG,621
PIA,TRI,489
PIA,OKC,564
PIA,BMI,43
PIA,IFP,1406
PIA,ACY,805
PIA,YIP,338
PIA,GPT,708
PIA,AZA,1312
PIA,SAN,1614
PIA,YNG,473
PIA,SFB,949
PIA,MDW,127
PIA,DCA,685
PIA,IAD,661
PIA,DEN,793
PIA,FWA,237
PIA,SDF,273
PIA,PIE,965
PIA,LAS,1413
PIA,MSN,172
PIA,MEM,388
PIA,RFD,110
PIA,CID,135
PIA,MIA,1159
PIA,BUR,1630
PIA,SBN,190
PIA,MKE,183
PIA,GRR,264
PIA,TYR,655
PIA,TUL,456
PIA,LAN,302
PIA,HSV,445
PIA,BIL,1013
PIA,CMX,453
PIA,PAH,253
PIA,RSW,1075
PIA,FAR,559
PIA,BNA,353
PIA,CVG,289
PIA,DAY,294
PIA,IND,191
PIA,ABQ,1001
PIA,LNK,371
PIA,OMA,327
PIA,TXK,551
PIA,RDU,678
PIA,TPA,965
PIA,LFT,732
PIA,SAV,754
PIA,PHF,751
PIA,FLL,1145
PIA,HPN,837
PIA,MKC,281
PIA,DSM,216
PIA,ABI,794
PIA,MBS,350
PIA,MCO,968
PIA,PIA,0
PIA,LBB,824
PIA,CYS,791
PIA,ADW,694
PIA,JAX,833
PIA,SCE,621
PIA,DBQ,132
PIA,SYR,720
PIA,LSE,236
PIA,RAP,722
PIA,LRD,1062
PIA,PHX,1326
DCA,CHO,91
DCA,TYS,437
DCA,ATL,547
DCA,DTW,405
DCA,CVG,411
DCA,GRR,524
DCA,LGA,214
DCA,JFK,213
DCA,MKE,634
DCA,MSP,931
DCA,CLE,310
DCA,ROA,192
DCA,MDT,94
DCA,BNA,562
DCA,CMH,323
DCA,ORD,612
DCA,ORF,143
DCA,PIT,204
DCA,SAV,519
DCA,STL,719
DCA,MSY,969
DCA,PWM,482
DCA,SDF,474
DCA,IAD,24
DCA,ERI,277
DCA,MHT,406
DCA,DFW,1192
DCA,OMA,1012
DCA,MSN,707
DCA,SRQ,851
DCA,AGS,468
DCA,RIC,94
DCA,CRW,249
DCA,MOB,849
DCA,TRI,337
DCA,GSP,396
DCA,FWA,457
DCA,ILM,319
DCA,MCO,759
DCA,MYR,372
DCA,RDU,227
DCA,ROC,296
DCA,CAK,274
DCA,JAN,860
DCA,PHF,122
DCA,IND,500
DCA,BDL,313
DCA,BUF,296
DCA,PVD,356
DCA,HPN,234
DCA,PHL,119
DCA,LEX,414
DCA,EWR,199
DCA,SBN,528
DCA,MLU,949
DCA,BTV,437
DCA,CLT,331
DCA,DAY,391
DCA,AUS,1315
DCA,FLL,899
DCA,BOS,399
DCA,ALB,318
DCA,MGM,693
DCA,BGR,590
DCA,CHS,444
DCA,MEM,762
DCA,BWI,30
DCA,SYR,298
DCA,DSM,897
DCA,HSV,613
DCA,TLH,716
DCA,EYW,1023
DCA,GSO,248
DCA,ABE,151
DCA,PBI,857
DCA,AVP,185
DCA,ACK,405
DCA,PNS,816
DCA,TPA,814
DCA,RSW,892
DCA,DEN,1476
DCA,MCI,949
DCA,DAL,1184
DCA,CAE,408
DCA,CYS,1476
DCA,GPT,898
DCA,BHM,653
DCA,ECP,769
DCA,SAT,1380
DCA,TUL,1049
DCA,COS,1487
DCA,AMA,1382
DCA,PHX,1979
DCA,BTR,985
DCA,JAX,634
DCA,IAH,1208
DCA,SFO,2442
DCA,AZO,505
DCA,EVV,572
DCA,OSH,694
DCA,SLC,1851
DCA,CKB,174
DCA,HTS,301
DCA,TVC,599
DCA,ATW,701
DCA,LIT,888
DCA,GRK,1292
DCA,SPS,1238
DCA,CID,801
DCA,SPI,680
DCA,HOU,1218
DCA,SAN,2276
DCA,LSE,815
DCA,PIA,685
DCA,LAN,479
DCA,FAR,1143
DCA,DLH,944
DCA,VPS,789
DCA,LAX,2311
DCA,BOI,2049
DCA,MIA,919
DCA,LAF,539
DCA,SWF,240
DCA,ABQ,1650
DCA,LAS,2089
DCA,MDW,601
DCA,MVY,383
DCA,CHA,523
DCA,SJU,1554
DCA,PDX,2350
DCA,SEA,2329
DCA,PLN,611
DCA,GRB,692
DCA,LFT,1038
DCA,LYH,158
DCA,FAY,285
DCA,SJC,2424
DCA,BFF,1411
DCA,ONT,2265
DCA,GGG,1088
DCA,SHV,1041
DCA,BIL,1671
DCA,OKC,1158
DCA,ISP,249
DCA,ELP,1719
DCA,GRI,1137
DCA,MKG,565
DCA,TUS,1955
DCA,RFD,675
DCA,BPT,1145
DCA,AFW,1204
DCA,RST,874
DCA,PUB,1482
DCA,GEG,2105
DCA,TCL,707
DCA,DAB,705
DCA,SBY,90
DCA,AVL,384
DCA,ACT,1243
DCA,FSD,1074
DCA,DCA,0
DCA,DEC,637
DCA,CMI,606
DCA,BKW,234
DCA,ICT,1110
DCA,ACY,139
DCA,CSG,623
DCA,HVN,276
DCA,GNV,699
DCA,TOL,404
DCA,LCH,1100
DCA,CRP,1404
DCA,BMG,516
MUE,KOA,30
MUE,LUP,119
MUE,OGG,79
MUE,HNL,172
MUE,HNM,59
SDF,LIT,432
SDF,ONT,1796
SDF,SEA,1945
SDF,SAT,942
SDF,ATL,321
SDF,SBN,246
SDF,DTW,306
SDF,LGA,659
SDF,DFW,733
SDF,JAX,578
SDF,IND,111
SDF,MHT,820
SDF,MCI,491
SDF,TYS,189
SDF,CHA,218
SDF,TUL,576
SDF,FSD,686
SDF,MKC,483
SDF,YIP,304
SDF,SDF,0
SDF,IAH,788
SDF,GPT,568
SDF,DAY,144
SDF,IAD,451
SDF,LEX,62
SDF,MEM,320
SDF,BDL,738
SDF,CLE,304
SDF,DCA,474
SDF,SAV,489
SDF,SYR,609
SDF,BWI,495
SDF,PIA,273
SDF,ROC,544
SDF,ICT,640
SDF,DEN,1024
SDF,MKE,348
SDF,BNA,151
SDF,DSM,481
SDF,ORF,531
SDF,STL,254
SDF,BTR,611
SDF,COS,1027
SDF,GRR,325
SDF,HOU,803
SDF,SHV,604
SDF,CVG,84
SDF,CMH,198
SDF,MDT,501
SDF,LAN,323
SDF,RIC,463
SDF,CAE,390
SDF,TRI,218
SDF,AVL,259
SDF,EVV,98
SDF,FWA,196
SDF,MSP,604
SDF,EWR,642
SDF,FNT,347
SDF,AZO,280
SDF,PHL,576
SDF,ORD,287
SDF,GYY,254
SDF,AUS,876
SDF,AMA,909
SDF,RDU,415
SDF,RFD,329
SDF,GSP,299
SDF,ELP,1247
SDF,ADS,720
SDF,LRD,1081
SDF,PSM,852
SDF,MCO,719
SDF,ACY,608
SDF,IFP,1608
SDF,MIA,910
SDF,BHM,323
SDF,HSV,251
SDF,HUF,122
SDF,TOL,257
SDF,SCE,460
SDF,BWG,91
SDF,IAG,493
SDF,MDW,271
SDF,TPA,727
SDF,LNK,617
SDF,PIT,335
SDF,BOS,829
SDF,LAS,1624
SDF,OMA,582
SDF,BED,817
SDF,GSO,350
SDF,CHO,397
SDF,ROA,321
SDF,BFI,1945
SDF,DAL,725
SDF,LAX,1843
SDF,ALB,703
SDF,OKC,685
SDF,LBB,953
SDF,TLH,542
SDF,SJU,1806
SDF,ILG,555
SDF,PHX,1506
SDF,SAN,1804
SDF,ECP,539
SDF,CLT,335
SDF,ANB,316
SDF,BRO,1087
SDF,ISP,699
SDF,SGF,424
SDF,HTS,173
SDF,JFK,662
SDF,PDX,1950
SDF,CID,407
SDF,PNS,537
SDF,RNO,1827
SDF,BUF,494
SDF,BIL,1281
SDF,AFW,743
SDF,PVD,797
SDF,SJC,1970
SDF,SLC,1409
SDF,BUR,1834
SDF,SWF,659
SDF,ABQ,1178
SDF,GEG,1725
SDF,SMF,1933
SDF,BOI,1630
SDF,PIE,729
SDF,SNA,1819
SDF,PBI,857
SDF,ABY,466
SDF,OAK,1980
SDF,MSY,620
SDF,HNL,4383
SDF,LFT,655
SDF,MFE,1102
SDF,ANC,3122
SDF,RSW,835
SDF,FLL,895
SDF,LGB,1831
SDF,JAN,473
SDF,FAI,3067
SDF,HPN,671
SDF,TTN,603
SDF,CHS,485
SDF,BFF,979
SDF,ATW,444
SDF,TVC,453
SDF,LCH,701
SDF,FAR,826
SDF,SFB,698
SDF,RST,530
SDF,AVP,576
SDF,MSN,391
SDF,DLH,683
SDF,FOE,540
SDF,ABE,576
SDF,RAP,988
SDF,YNG,343
SDF,MGM,407
SDF,SLN,647
SDF,FLO,434
SDF,CMI,188
SDF,BQN,1759
SDF,MKG,346
SDF,IPT,515
SDF,FAT,1860
SDF,SFO,1990
SDF,PKB,246
SDF,CYS,1035
SDF,PWM,890
SDF,CRW,226
SDF,PUB,1019
SDF,SPS,769
SDF,TYR,677
SDF,ACT,793
SDF,GGG,645
SDF,ELM,543
SDF,TCL,357
SDF,LYH,363
SDF,BKL,316
SDF,COU,354
SDF,LUK,96
SDF,MHK,595
SDF,GLH,437
SDF,GNV,618
SDF,ABI,881
SDF,ALO,464
SDF,LAF,167
SDF,GFK,887
SDF,ROW,1106
SDF,GUP,1287
SDF,AXX,1082
SDF,PDK,307
SDF,CLL,800
SDF,BAF,741
SDF,AEX,610
SDF,MYR,491
SDF,CSG,393
SDF,FSM,517
SDF,TUS,1482
SDF,CKB,307
SDF,DAB,676
SDF,PHF,512
SDF,CAK,297
SDF,PIB,505
SDF,WRI,612
SDF,TUP,319
SDF,DBQ,393
SDF,ILM,514
SDF,LSE,487
SDF,VPS,533
SDF,BMI,233
SDF,GTF,1443
SDF,MOB,536
SDF,TXK,566
SDF,FYV,489
SDF,HKY,294
SDF,HRL,1077
SDF,EAU,549
SDF,EUG,1980
BTV,ATL,961
BTV,MVY,248
BTV,PVD,209
BTV,HPN,237
BTV,CLE,489
BTV,CLT,761
BTV,IAD,441
BTV,TYS,827
BTV,DAY,649
BTV,PWM,153
BTV,BHM,1047
BTV,FNT,540
BTV,BDL,176
BTV,DTW,537
BTV,RIC,528
BTV,SBN,692
BTV,MDT,348
BTV,SYR,175
BTV,LUK,689
BTV,CRW,607
BTV,ORF,547
BTV,ALB,123
BTV,AVP,253
BTV,LGA,258
BTV,ABE,288
BTV,RDU,663
BTV,BUF,299
BTV,MKE,745
BTV,BWI,408
BTV,EWR,266
BTV,PHL,335
BTV,DCA,437
BTV,EVV,868
BTV,CVG,702
BTV,BOS,181
BTV,GFK,1172
BTV,ALO,974
BTV,MCO,1194
BTV,SFB,1170
BTV,ORD,763
BTV,JFK,266
BTV,MEM,1104
BTV,BAF,161
BTV,ACK,272
BTV,ISP,254
BTV,CMH,587
BTV,JAX,1071
BTV,PIA,882
BTV,ROC,244
BTV,PIT,454
BTV,SCE,346
BTV,GRR,629
BTV,MCI,1164
BTV,CAK,488
BTV,ROA,608
BTV,MSN,813
BTV,GSO,679
BTV,BNA,916
BTV,CHS,880
BTV,SPI,905
BTV,ATW,760
BTV,MSY,1368
BTV,TRI,735
BTV,MHT,137
BTV,OMA,1171
BTV,LEB,72
BTV,MDW,760
BTV,PBG,20
BTV,BVY,172
BTV,IND,750
BTV,ERI,390
BTV,MSP,987
BTV,BGR,214
BTV,CAE,842
BTV,FLL,1327
BTV,SAV,956
BTV,YIP,545
BTV,LAX,2500
BTV,RWI,645
BTV,FWA,658
BTV,SDF,784
BTV,PBI,1286
BTV,PDK,943
BTV,LAN,585
BTV,DFW,1510
BTV,SWF,210
BTV,LEX,743
BTV,OKC,1434
BTV,JAN,1239
BTV,ITH,215
BTV,HYA,242
BTV,TOL,574
BTV,RFD,817
BTV,STL,972
BTV,BED,167
BTV,ORH,165
BTV,CHO,516
BTV,PSM,151
FAI,SEA,1533
FAI,ARC,237
FAI,GAL,268
FAI,RBY,225
FAI,UTO,187
FAI,HCR,410
FAI,AET,182
FAI,FAI,0
FAI,KAL,326
FAI,FYU,143
FAI,OTZ,441
FAI,TKJ,181
FAI,MCG,269
FAI,ENN,41
FAI,ABL,323
FAI,AKP,254
FAI,ANC,261
FAI,BTT,179
FAI,SCC,373
FAI,ANV,406
FAI,BRW,503
FAI,AIN,513
FAI,ATK,465
FAI,FBK,7
FAI,BET,522
FAI,BTI,385
FAI,IAN,386
FAI,NUI,383
FAI,ANI,428
FAI,VAK,597
FAI,AKK,585
FAI,BKC,391
FAI,SXQ,317
FAI,KEK,489
FAI,OME,521
FAI,ENA,313
FAI,KSM,514
FAI,PAQ,226
FAI,ADQ,513
FAI,PIZ,528
FAI,PHO,574
FAI,CDV,309
FAI,AZA,2655
FAI,PTH,652
FAI,PTU,605
FAI,BIS,2143
FAI,GJT,2372
FAI,TYS,3257
FAI,ORD,2785
FAI,MSP,2466
FAI,ORT,222
FAI,TLJ,281
FAI,MRI,257
FAI,WTK,463
FAI,PDX,1640
FAI,DEN,2430
FAI,ADK,1357
FAI,ILI,417
FAI,SHH,531
FAI,EIL,25
FAI,COS,2492
FAI,DFW,3056
FAI,PNS,3481
FAI,JFK,3277
FAI,LAX,2465
FAI,PAE,1506
FAI,VDZ,260
FAI,HOM,376
FAI,SDF,3067
FAI,BIG,86
FAI,GKN,199
FAI,EDF,254
FAI,SIT,681
FAI,MOU,525
FAI,IAD,3267
FAI,BFI,1528
FAI,JNU,624
FAI,ACY,3322
FAI,DLH,2389
FAI,DRG,437
FAI,KTN,855
FAI,SVW,354
FAI,HNS,555
FAI,KLG,450
FAI,KVL,506
FAI,DTW,2906
FAI,TUS,2747
FAI,SLC,2184
FAI,ATL,3372
FAI,MEM,3127
FAI,MIA,3965
FAI,CVG,3048
SDP,ADQ,350
SDP,KVC,70
SDP,DUT,261
SDP,ANC,557
SDP,ENA,498
SDP,SDP,0
SDP,ADK,703
SDP,ILI,371
SDP,SNP,395
SDP,BET,381
SDP,CDB,87
SDP,AKN,275
SDP,DLG,269
SDP,AKB,599
SDP,CDV,658
SDP,IKO,376
SDP,TOG,259
SDP,PTH,135
SDP,KFP,119
BLI,APC,730
BLI,FRD,29
BLI,BLI,0
BLI,BFI,88
BLI,IFP,1026
BLI,LAX,1047
BLI,PSP,1078
BLI,OAK,764
BLI,SAN,1142
BLI,LAS,954
BLI,SEA,93
BLI,HNL,2715
BLI,PDX,221
BLI,OGG,2681
BLI,AZA,1208
BLI,LWS,307
BLI,RNO,656
BLI,SJC,790
BLI,FAT,842
BLI,EWR,2402
BLI,PSC,237
BLI,DEN,1075
BLI,CLM,64
BLI,YKM,180
BLI,GEG,245
BLI,ANC,1371
BLI,OTH,380
BLI,BOI,471
BLI,PAE,62
BLI,RDD,572
BLI,MRY,843
BLI,GTF,524
BLI,LGB,1058
BLI,BUR,1030
BLI,SLC,757
BLI,EUG,324
BLI,RDM,320
LBE,PIT,46
LBE,ACY,263
LBE,RSW,956
LBE,FLL,980
LBE,BWI,164
LBE,CLE,150
LBE,MCO,824
LBE,LAS,1954
LBE,MYR,456
LBE,TPA,866
LBE,ORD,459
LBE,LBE,0
LBE,HPN,304
LBE,SCE,91
LBE,MMU,265
LBE,MCI,817
LBE,DFW,1102
LBE,GYY,429
LBE,AUS,1241
LBE,GSO,289
LBE,IAG,197
LBE,LUK,279
LBE,IND,367
LBE,YNG,95
LBE,DTW,245
LBE,SBN,375
LBE,CEF,382
LBE,ALB,337
LBE,MHT,452
LBE,PWM,523
LBE,ORH,415
LBE,CMH,186
LBE,AEX,960
LBE,LGA,293
LBE,GON,392
LBE,CVG,293
LBE,PVD,429
LBE,TRI,309
LBE,ERI,131
LBE,CAK,116
LBE,LEX,319
LBE,SFB,799
LBE,DAY,257
LBE,ROC,216
LBE,CKB,81
LBE,CLT,359
HSV,ATL,151
HSV,TUP,117
HSV,LRD,896
HSV,IAH,595
HSV,EWR,806
HSV,OKC,616
HSV,CLL,625
HSV,TYS,177
HSV,AEX,405
HSV,BHM,74
HSV,BNA,103
HSV,CLE,538
HSV,COS,1034
HSV,SHV,434
HSV,MKE,576
HSV,LCH,488
HSV,TUL,525
HSV,DEN,1048
HSV,OMA,677
HSV,ORD,510
HSV,PNS,288
HSV,DFW,603
HSV,MDT,670
HSV,CAE,327
HSV,MCI,544
HSV,CHO,523
HSV,GSP,260
HSV,AVL,246
HSV,TRI,277
HSV,FWA,446
HSV,DTW,554
HSV,CLT,333
HSV,IAD,596
HSV,LIT,310
HSV,AUS,706
HSV,TOL,506
HSV,DCA,613
HSV,MEM,184
HSV,BWI,641
HSV,ORF,614
HSV,MIA,722
HSV,MYR,454
HSV,YIP,553
HSV,SDF,251
HSV,GSO,399
HSV,HOU,605
HSV,WRI,766
HSV,CHS,406
HSV,GPT,321
HSV,BUR,1797
HSV,COU,418
HSV,SLC,1439
HSV,BFF,1039
HSV,CRP,791
HSV,DSM,606
HSV,LNK,694
HSV,MGM,163
HSV,GRK,688
HSV,CHA,93
HSV,RDU,460
HSV,ADS,590
HSV,PBI,677
HSV,RIC,565
HSV,LAN,574
HSV,MSY,379
HSV,TUS,1405
HSV,ANC,3283
HSV,EVV,238
HSV,AMA,848
HSV,ELP,1150
HSV,CRW,387
HSV,ICT,631
HSV,BMI,420
HSV,TYR,522
HSV,FNT,597
HSV,MSP,785
HSV,PHL,730
HSV,FAI,3244
HSV,HSV,0
HSV,JFK,823
HSV,GGG,484
HSV,JAN,249
HSV,LBB,864
HSV,PUB,1017
HSV,SBN,488
HSV,AZO,528
HSV,PIT,540
HSV,CAK,522
HSV,LYH,463
HSV,ABI,760
HSV,BOS,1005
HSV,MCO,535
HSV,CVG,326
HSV,LAX,1803
HSV,PAE,2039
HSV,ROA,424
HSV,MBS,630
HSV,FAY,449
HSV,PIA,445
HSV,VPS,287
HSV,GJT,1241
HSV,IND,351
HSV,MFE,898
HSV,STL,346
HSV,SAV,366
